,Team,Elo
35,"Amoonguss_Pivot, Manectric_Special Attacker, Thundurus_Thunder Wave + 3 Attacks, Scrafty_Dragon Dance, Talonflame_Offensive Swords Dance, Arcanine_Defensive",1097.772397836362
36,"Amoonguss_Pivot, Manectric_Special Attacker, Arcanine_Offensive, Smeargle_Suicide Lead, Klefki_Screens, Talonflame_Specially Defensive",830.3801645979448
37,"Porygon2_Offensive, Arcanine_Offensive, Scrafty_Dragon Dance, Liepard_Choice Band, Smeargle_Lead, Landorus-Therian_Offensive",880.8046098375927
38,"Manectric-Mega_Special Attacker, Arcanine_Defensive, Ferrothorn_Utility, Talonflame_Revenge Killer, Bronzong_Offensive Trick Room, Scrafty_Dragon Dance",1311.5941601854938
39,"Scrafty_Dragon Dance, Arcanine_Defensive, Ferrothorn_Utility, Bronzong_Tank, Cresselia_Defensive, Manectric_Special Attacker",1024.4890084429346
40,"Amoonguss_Pivot, Ferrothorn_Utility, Weavile_All-out Attacker, Porygon2_Offensive, Thundurus_Mixed Attacker, Arcanine_Defensive",946.6126927044619
41,"Ferrothorn_Utility, Cresselia_Calm Mind, Landorus-Therian_Defensive, Smeargle_Suicide Lead, Magnezone_Choice Scarf, Talonflame_Revenge Killer",1210.6001941126517
42,"Ferrothorn_Utility, Arcanine_Defensive, Scrafty_Dragon Dance, Jumpluff_Offensive Utility, Bronzong_Defensive, Amoonguss_Pivot",1138.8974021999995
43,"Smeargle_Lead, Amoonguss_Pivot, Landorus-Therian_Offensive, Scrafty_Dragon Dance, Ferrothorn_Utility, Jumpluff_Swords Dance",945.8055753805655
44,"Bronzong_Offensive Trick Room, Hitmontop_Defensive Rapid Spin, Thundurus_Thunder Wave + 3 Attacks, Weavile_All-out Attacker, Amoonguss_Pivot, Smeargle_Suicide Lead",1015.569262783259
45,"Porygon2_Defensive, Klefki_Screens, Cresselia_Support, Smeargle_Suicide Lead, Scrafty_Dragon Dance, Landorus-Therian_Double Dance",1082.300547712006
46,"Amoonguss_Pivot, Butterfree_Quiver Dance, Arcanine_Defensive, Talonflame_Bulky Swords Dance, Cresselia_Trick Room, Scrafty_Dragon Dance",1197.2401340402946
47,"Talonflame_Bulky Swords Dance, Arcanine_Offensive, Amoonguss_Pivot, Ferrothorn_Utility, Scrafty_Dragon Dance, Smeargle_Lead",1190.774735634826
48,"Amoonguss_Pivot, Bronzong_Offensive Trick Room, Ferrothorn_Utility, Smeargle_Lead, Manectric_Special Attacker, Scrafty_Dragon Dance",1030.0609648354864
49,"Amoonguss_Pivot, Talonflame_Revenge Killer, Ferrothorn_Utility, Bronzong_Special Tank, Scrafty_Dragon Dance, Crobat_BRAVE BAT (Choice Band)",1065.2129870540743
50,"Landorus-Therian_Defensive, Bronzong_Special Tank, Amoonguss_Pivot, Talonflame_Offensive Swords Dance, Arcanine_Offensive, Smeargle_Lead",1084.8162972711548
51,"Ferrothorn_Utility, Arcanine_Defensive, Thundurus_Nasty Plot, Talonflame_Offensive Swords Dance, Weavile_All-out Attacker, Smeargle_Lead",893.3487920103182
52,"Scrafty_Dragon Dance, Talonflame_Revenge Killer, Bronzong_Tank, Crobat_Support, Smeargle_Lead, Arcanine_Offensive",1151.717425448164
53,"Arcanine_Offensive, Amoonguss_Pivot, Talonflame_Bulky Swords Dance, Cresselia_Support, Landorus-Therian_Offensive, Weavile_All-out Attacker",686.747138584475
54,"Bronzong_Defensive, Amoonguss_Pivot, Arcanine_Offensive, Zapdos_Physically Defensive, Crobat_BRAVE BAT (Choice Band), Porygon2_Offensive",659.2569516867095
55,"Thundurus_Thunder Wave + 3 Attacks, Talonflame_Bulky Swords Dance, Amoonguss_Pivot, Zapdos_Specially Defensive, Smeargle_Lead, Ferrothorn_Utility",1002.0495492713792
56,"Arcanine_Offensive, Cresselia_Calm Mind, Crobat_BRAVE BAT (Choice Band), Amoonguss_Pivot, Scrafty_Dragon Dance, Landorus-Therian_Defensive",1214.9520586462584
57,"Manectric-Mega_Special Attacker, Weavile_All-out Attacker, Scrafty_Dragon Dance, Ferrothorn_Utility, Cresselia_Defensive, Porygon2_Defensive",976.7260484285799
58,"Talonflame_Revenge Killer, Thundurus_Nasty Plot, Bronzong_Offensive Trick Room, Cresselia_Support, Smeargle_Suicide Lead, Amoonguss_Pivot",956.3633842505949
59,"Ferrothorn_Utility, Manectric-Mega_Special Attacker, Talonflame_Specially Defensive, Scrafty_Dragon Dance, Sceptile-Mega_All-out Attacker, Amoonguss_Pivot",824.3848651452813
60,"Smeargle_Lead, Cresselia_Defensive, Arcanine_Defensive, Bronzong_Defensive, Ferrothorn_Utility, Weavile_All-out Attacker",1014.0101183307413
61,"Scrafty_Dragon Dance, Smeargle_Lead, Bronzong_Trick Room Support, Manectric-Mega_Special Attacker, Mantyke_Rain Dance, Arcanine_Offensive",874.7554613474064
62,"Talonflame_Specially Defensive, Cresselia_Defensive, Bronzong_Trick Room Support, Scrafty_Dragon Dance, Smeargle_Lead, Landorus-Therian_Offensive",971.111680655638
63,"Thundurus_Thunder Wave + 3 Attacks, Smeargle_Suicide Lead, Clefairy_Calm Mind, Ferrothorn_Utility, Landorus-Therian_Defensive, Arcanine_Offensive",1115.1668059553576
64,"Cresselia_Support, Bronzong_Offensive Trick Room, Scrafty_Dragon Dance, Arcanine_Defensive, Talonflame_Specially Defensive, Smeargle_Lead",958.6870355203857
65,"Jumpluff_Support Puff, Smeargle_Lead, Raichu_Nasty Plot, Cresselia_Calm Mind, Landorus-Therian_Double Dance, Arcanine_Defensive",977.4238811707387
66,"Arcanine_Offensive, Smeargle_Suicide Lead, Amoonguss_Pivot, Bronzong_Offensive Trick Room, Crobat_Support, Landorus-Therian_Choice Scarf",909.8591358829646
67,"Whimsicott_Support, Bronzong_Defensive, Regigigas_Tank, Cresselia_Trick Room, Talonflame_Revenge Killer, Landorus-Therian_Offensive",1017.5664015470129
68,"Manectric-Mega_Special Attacker, Amoonguss_Pivot, Thundurus_Mixed Attacker, Ferrothorn_Utility, Cresselia_Defensive, Landorus-Therian_Defensive",1191.2732841396873
69,"Talonflame_Revenge Killer, Thundurus_Nasty Plot, Bronzong_Special Tank, Scrafty_Dragon Dance, Cresselia_Calm Mind, Ferrothorn_Utility",1029.8900385491552
70,"Manectric-Mega_Special Attacker, Ferrothorn_Utility, Arcanine_Offensive, Porygon2_Defensive, Scrafty_Dragon Dance, Bronzong_Offensive Trick Room",1185.6912773262873
71,"Scrafty_Dragon Dance, Ferrothorn_Utility, Arcanine_Defensive, Thundurus_Thunder Wave + 3 Attacks, Bronzong_Defensive, Cresselia_Calm Mind",1003.2620628288316
72,"Talonflame_Specially Defensive, Whimsicott_Pivot, Cresselia_Trick Room, Landorus-Therian_Choice Scarf, Porygon2_Defensive, Thundurus_Thunder Wave + 3 Attacks",987.3054840751945
73,"Amoonguss_Pivot, Talonflame_Bulky Swords Dance, Sylveon_Choice Specs, Arcanine_Defensive, Bronzong_Special Tank, Smeargle_Lead",1154.681748525755
74,"Thundurus_Mixed Attacker, Zapdos_Specially Defensive, Arcanine_Offensive, Porygon2_Defensive, Bronzong_Offensive Trick Room, Amoonguss_Pivot",836.6049921770992
75,"Ferrothorn_Utility, Bronzong_Trick Room Support, Talonflame_Offensive Swords Dance, Scrafty_Dragon Dance, Arcanine_Defensive, Smeargle_Lead",1011.8847701434507
76,"Amoonguss_Pivot, Talonflame_Bulky Swords Dance, Manectric-Mega_Special Attacker, Ferrothorn_Utility, Cresselia_Defensive, Arcanine_Offensive",951.9505224996034
77,"Porygon2_Offensive, Cresselia_Calm Mind, Raichu_Nasty Plot, Crobat_BRAVE BAT (Choice Band), Venusaur-Mega_Offensive, Talonflame_Bulky Swords Dance",1093.9086009891055
78,"Scrafty_Dragon Dance, Smeargle_Lead, Amoonguss_Pivot, Cresselia_Calm Mind, Talonflame_Bulky Swords Dance, Bronzong_Trick Room Support",1181.8083351599432
79,"Weavile_All-out Attacker, Smeargle_Lead, Amoonguss_Pivot, Talonflame_Offensive Swords Dance, Bronzong_Special Tank, Landorus-Therian_Choice Scarf",1046.7370677724452
80,"Ferrothorn_Utility, Arcanine_Defensive, Liepard_Offensive Pivot, Scrafty_Dragon Dance, Smeargle_Lead, Cresselia_Defensive",712.1913443194699
81,"Ferrothorn_Utility, Smeargle_Lead, Amoonguss_Pivot, Scrafty_Dragon Dance, Arcanine_Defensive, Talonflame_Specially Defensive",983.670919083834
82,"Smeargle_Lead, Talonflame_Bulky Swords Dance, Weavile_All-out Attacker, Scrafty_Dragon Dance, Manectric_Special Attacker, Crobat_BRAVE BAT (Choice Band)",972.4841786998837
83,"Smeargle_Suicide Lead, Cresselia_Defensive, Manectric_Special Attacker, Arcanine_Offensive, Scrafty_Dragon Dance, Talonflame_Specially Defensive",1008.5848944033546
84,"Bronzong_Trick Room Support, Scrafty_Dragon Dance, Talonflame_Revenge Killer, Smeargle_Lead, Cresselia_Calm Mind, Amoonguss_Pivot",918.0615402826475
85,"Zapdos_Specially Defensive, Amoonguss_Pivot, Smeargle_Lead, Ferrothorn_Utility, Manectric-Mega_Special Attacker, Scrafty_Dragon Dance",1030.5567778390878
86,"Talonflame_Bulky Swords Dance, Cresselia_Defensive, Scrafty_Dragon Dance, Arcanine_Offensive, Amoonguss_Pivot, Smeargle_Lead",1149.3943804559617
87,"Cresselia_Defensive, Landorus-Therian_Double Dance, Scrafty_Dragon Dance, Manectric-Mega_Special Attacker, Klefki_Support, Bronzong_Trick Room Support",986.2141496523723
88,"Bronzong_Trick Room Support, Ferrothorn_Utility, Arcanine_Offensive, Smeargle_Suicide Lead, Amoonguss_Pivot, Crobat_Support",1282.719980564712
89,"Cresselia_Support, Scrafty_Dragon Dance, Thundurus_Thunder Wave + 3 Attacks, Talonflame_Specially Defensive, Manectric-Mega_Special Attacker, Ferrothorn_Utility",990.3435669100788
90,"Amoonguss_Pivot, Talonflame_Specially Defensive, Arcanine_Defensive, Manectric_Special Attacker, Suicune_SubCM, Ferrothorn_Utility",1337.831280261381
91,"Talonflame_Specially Defensive, Arcanine_Defensive, Manectric-Mega_Special Attacker, Cresselia_Support, Butterfree_Quiver Dance, Ferrothorn_Utility",567.529620095164
92,"Bronzong_Defensive, Porygon2_Defensive, Amoonguss_Pivot, Thundurus_Mixed Attacker, Scrafty_Dragon Dance, Ferrothorn_Utility",1018.4174225550826
